mu,omega,alpha1,beta1,shape,tick,ar1,ar2,ma1,ma2,alpha2,beta2,gamma1,ma3,skew,ar3,gamma2,ar4,eta11,eta21,ma4,ma5,label
-0.0018223284540924,1.16992585921037e-05,0.0591373073413539,0.937158494955272,7.37251105264516,VRTX,,,,,,,,,,,,,,,,,2002
0.000364224521579609,2.30115115334479e-05,0.106010040398657,0.804167247278769,4.52776120140789,VTR,-1.00240541411893,-0.678074725581497,0.875443585870729,0.514123010791536,1.10126908312454e-13,,0.226460423459604,-0.211559120105614,,,-0.204146667137602,,,,-0.136206742531238,,2002
-0.00096357757057034,2.85649727961277e-05,0.112617426991094,0.851967517739822,11.6172743832467,VZ,,,,,,,,,,,,,,,,,2002
0.000722885350944213,1.85730073675019e-05,0.0676008044038049,0.933811700927615,4.38302013379848,WAB,,,-0.336167576917226,,,,-0.0630330567471939,,1.07501356081473,,,,,,,,2002
-0.00155606529727289,1.93612189114882e-05,7.99403399083578e-09,0.985890388675065,3.57514422724214,WAT,,,,,,,,,,,,,,,,,2002
9.40496224179548e-06,6.26021371174958e-06,0.0842238484847519,0.902170105193223,7.69956903988009,WBA,-0.197073325784398,0.000494210061840759,,,,,,,,,,,,,,,2002
0.000511210594488056,0.00246018338353256,0.318293560764935,5.79539440662833e-14,3.77415136300125,WDC,,,,,,,,,,,,,,,,,2002
0.00133847975904254,8.88581415137289e-06,0.15502951660172,0.82450595411886,4.55158943531389,WEC,-0.776435092810486,,0.643980593113938,-0.116100131952044,,,,0.133966114768766,,,,,,,,,2002
0.000770367680247573,2.2871330944126e-05,0.271382173245116,0.615574277312933,7.59117968266948,WELL,0.0170455825151556,0.0797138791943374,,,,,,,,-0.02864662024062,,-0.0877920354198737,,,,,2002
0.000524125129563553,4.79225147731398e-05,0.245379286996716,0.0015203217575358,10.1832329361293,WFC,,,,,,0.573093842999112,,,,,,,,,,,2002
-0.00126046837988092,4.93206215970658e-05,0.118953231515633,0.819356926886867,5.04175230962473,WHR,,,,,,,,,,,,,,,,,2002
-0.000931472458261995,0.000106185636903978,0.203983267190958,0.616093433244661,3.80576950118319,WM,,,,,,,,,,,,,,,,,2002
-0.00766234759665258,1.38681751694441e-06,0.151409783952362,0.171926344414102,3.62674462689863,WMB,,,0.0869421372341323,,,0.515394598843243,,,0.917019430792394,,,,0.998491762375765,0.0800588820539049,,,2002
-0.000498043039304045,7.127153927575e-06,0.0670513773537389,0.916915900020923,35.2149338927372,WMT,,,,,,,,,,,,,,,,,2002
-0.000178813900030696,7.67368990451559e-05,0.401713948332717,0.37245701524438,4.7920948104734,WRB,,,,,,,,,,,,,,,,,2002
-0.000628496895520126,2.9862375150709e-05,0.371837864334872,0.618178656022872,3.96577865542168,WST,,,,,,,,,,,,,,,,,2002
-0.000691074943106463,2.17520244095697e-05,0.0736729379149037,0.892257030464556,5.75211878495466,WY,,,,,,,,,,,,,,,,,2002
-0.000356965053077385,7.1080841721093e-05,0.268081214421854,0.730918777376247,3.29844320459939,XEL,,,,,,,,,,,,,,,,,2002
7.71067702004133e-05,1.13959884816476e-05,0.112262384799228,0.859216645979736,10.6956816170856,XOM,,,,,,,,,,,,,,,,,2002
0.00018731093000001,2.13185423179062e-05,0.086276941935644,0.912723056196035,2.76991926683166,XRAY,,,,,,,,,,,,,,,,,2002
0.0014651561350508,4.05301892851495e-05,0.102278640473681,0.826612890495221,3.85613161384794,YUM,,,,,,,,,,,,,,,,,2002
0.001073665413664,0.000224902613268423,0.233097174785074,0.457206350375658,3.1102978979828,ZBH,,,,,,,,,,,,,,,,,2002
-0.000921713690940252,1.59098807958614e-05,0.0102404633135142,0.963035612045666,5.6078877078235,ZBRA,,,,,,,,,,,,,,,,,2002
-0.000508805701661617,1.24576179701163e-05,0.131146066975672,0.849695674588481,4.7955110521918,ZION,,,0.0872220970734711,0.0753700853760913,,,,,,,,,,,,,2002
